,lenght,time_enc,time_dec
99185,93,996828.0792236328,997304.9163818359
99186,93,997543.3349609375,998020.1721191406
99187,93,997543.3349609375,996589.6606445312
99193,30,996828.0792236328,997543.3349609375
99194,30,997781.7535400391,996828.0792236328
99195,30,997543.3349609375,997543.3349609375
99202,30,997066.4978027344,997304.9163818359
99206,30,983476.6387939453,998497.0092773438
99207,42,997304.9163818359,996828.0792236328
99213,49,504255.2947998047,997304.9163818359
99216,52,997066.4978027344,997781.7535400391
99222,52,997304.9163818359,997304.9163818359
99223,52,997781.7535400391,997304.9163818359
99226,52,997543.3349609375,997066.4978027344
99227,52,997304.9163818359,997781.7535400391
99237,69,997304.9163818359,997066.4978027344
99241,32,997543.3349609375,998258.5906982422
99245,40,997543.3349609375,997304.9163818359
99248,40,997304.9163818359,996589.6606445312
99259,90,993490.2191162109,997781.7535400391
99263,62,998020.1721191406,997543.3349609375
99264,33,996828.0792236328,997781.7535400391
99276,28,997304.9163818359,997304.9163818359
99280,86,996112.8234863281,997066.4978027344
99292,50,997304.9163818359,997304.9163818359
99293,39,997543.3349609375,997543.3349609375
99296,41,997304.9163818359,997543.3349609375
99300,35,998020.1721191406,997543.3349609375
99304,35,997066.4978027344,996589.6606445312
99308,22,997781.7535400391,998258.5906982422
99311,22,997304.9163818359,997781.7535400391
99320,53,996828.0792236328,997066.4978027344
99324,53,997304.9163818359,997066.4978027344
99328,73,997543.3349609375,997781.7535400391
99332,73,997066.4978027344,996828.0792236328
99333,73,997304.9163818359,997781.7535400391
99334,88,997304.9163818359,996351.2420654297
99338,65,997543.3349609375,997781.7535400391
99342,86,997066.4978027344,996828.0792236328
99345,68,997543.3349609375,997781.7535400391
99346,68,998020.1721191406,997066.4978027344
99356,50,996828.0792236328,996828.0792236328
99360,50,997304.9163818359,997304.9163818359
99366,89,997304.9163818359,997066.4978027344
99367,89,997304.9163818359,997781.7535400391
99379,77,997543.3349609375,997304.9163818359
99385,66,997066.4978027344,997543.3349609375
99386,76,998020.1721191406,997304.9163818359
99398,41,997304.9163818359,997543.3349609375
99401,97,997781.7535400391,504255.2947998047
99405,15,997543.3349609375,997066.4978027344
99408,94,997304.9163818359,997304.9163818359
99411,92,997304.9163818359,997304.9163818359
99412,92,997066.4978027344,997066.4978027344
99418,92,997304.9163818359,997304.9163818359
99422,65,996828.0792236328,997304.9163818359
99429,15,997304.9163818359,996828.0792236328
99430,15,997781.7535400391,997304.9163818359
99440,36,997543.3349609375,997066.4978027344
99444,36,997066.4978027344,997543.3349609375
99448,36,997304.9163818359,998020.1721191406
99452,36,997304.9163818359,997066.4978027344
99456,36,998020.1721191406,997543.3349609375
99460,86,997543.3349609375,997304.9163818359
99461,86,996828.0792236328,997304.9163818359
99464,86,997304.9163818359,998258.5906982422
99466,86,997066.4978027344,997543.3349609375
99470,93,996828.0792236328,996828.0792236328
99483,99,998973.8464355469,997543.3349609375
99487,99,998258.5906982422,997304.9163818359
99488,99,998735.4278564453,997066.4978027344
99495,12,997781.7535400391,997304.9163818359
99504,12,996828.0792236328,997543.3349609375
99523,83,997781.7535400391,998020.1721191406
99531,76,996828.0792236328,997066.4978027344
99532,76,997304.9163818359,997304.9163818359
99543,69,997304.9163818359,997066.4978027344
99544,69,997304.9163818359,997543.3349609375
99551,13,998258.5906982422,997543.3349609375
99552,13,997066.4978027344,998020.1721191406
99553,13,997304.9163818359,997066.4978027344
99557,13,997066.4978027344,997543.3349609375
99572,75,997543.3349609375,997543.3349609375
99580,53,996828.0792236328,997781.7535400391
99584,31,996589.6606445312,997304.9163818359
99588,49,997304.9163818359,997304.9163818359
99590,49,997304.9163818359,997066.4978027344
99597,100,997304.9163818359,997543.3349609375
99600,85,997781.7535400391,996589.6606445312
99604,85,997066.4978027344,997304.9163818359
99609,50,996828.0792236328,997304.9163818359
99613,50,997781.7535400391,998020.1721191406
99618,50,997066.4978027344,996828.0792236328
99622,50,997781.7535400391,997304.9163818359
99628,7,996828.0792236328,997543.3349609375
99631,70,997543.3349609375,997304.9163818359
99632,34,996112.8234863281,997543.3349609375
99642,59,996351.2420654297,997066.4978027344
99645,27,997066.4978027344,997304.9163818359
99646,27,997543.3349609375,997304.9163818359
99654,53,997543.3349609375,997304.9163818359
99657,89,997304.9163818359,997066.4978027344
99661,89,997781.7535400391,997066.4978027344
99668,86,997543.3349609375,997543.3349609375
99677,64,997066.4978027344,997304.9163818359
99681,63,997543.3349609375,997304.9163818359
99682,63,997066.4978027344,997543.3349609375
99683,63,997066.4978027344,997543.3349609375
99686,63,996589.6606445312,997066.4978027344
99693,75,997304.9163818359,997304.9163818359
99709,91,996589.6606445312,997304.9163818359
99710,91,997781.7535400391,997304.9163818359
99718,91,996589.6606445312,996112.8234863281
99719,91,997066.4978027344,998973.8464355469
99720,91,997543.3349609375,996589.6606445312
99724,53,997781.7535400391,998020.1721191406
99725,53,997304.9163818359,996828.0792236328
99728,53,997543.3349609375,995635.986328125
99729,53,998020.1721191406,996828.0792236328
99730,53,997543.3349609375,996828.0792236328
99733,53,997304.9163818359,996351.2420654297
99734,53,998020.1721191406,996828.0792236328
99737,53,998020.1721191406,997304.9163818359
99747,55,996828.0792236328,996828.0792236328
99753,27,997304.9163818359,997304.9163818359
99757,97,996828.0792236328,997066.4978027344
99762,100,998020.1721191406,997066.4978027344
99763,100,996589.6606445312,996828.0792236328
99764,100,997781.7535400391,998020.1721191406
99767,100,997781.7535400391,997543.3349609375
99768,100,997543.3349609375,996828.0792236328
99772,12,997066.4978027344,996589.6606445312
99773,12,997304.9163818359,997066.4978027344
99778,12,997304.9163818359,997781.7535400391
99788,85,997066.4978027344,997304.9163818359
99792,85,996828.0792236328,996828.0792236328
99793,85,997781.7535400391,997543.3349609375
99797,73,998258.5906982422,996828.0792236328
99807,67,997304.9163818359,997304.9163818359
99808,67,997781.7535400391,998020.1721191406
99832,48,997066.4978027344,997543.3349609375
99833,48,997304.9163818359,997304.9163818359
99836,81,997066.4978027344,997304.9163818359
99848,86,997543.3349609375,996828.0792236328
99855,86,997304.9163818359,997304.9163818359
99858,93,996828.0792236328,999212.2650146484
99861,12,997304.9163818359,997543.3349609375
99865,12,997066.4978027344,998258.5906982422
99868,92,997304.9163818359,997304.9163818359
99873,13,997304.9163818359,997781.7535400391
99879,74,997543.3349609375,997543.3349609375
99881,74,997781.7535400391,997781.7535400391
99887,30,997543.3349609375,997543.3349609375
99896,42,997781.7535400391,997066.4978027344
99897,42,996589.6606445312,997543.3349609375
99899,42,998020.1721191406,996589.6606445312
99905,42,998258.5906982422,995635.986328125
99906,42,997304.9163818359,997304.9163818359
99907,42,997066.4978027344,997304.9163818359
99914,17,997304.9163818359,997543.3349609375
99932,28,997304.9163818359,998020.1721191406
99935,28,997304.9163818359,997543.3349609375
99936,28,997066.4978027344,997304.9163818359
99937,28,997543.3349609375,997304.9163818359
99938,28,997066.4978027344,997543.3349609375
99942,61,997304.9163818359,997781.7535400391
99952,60,996828.0792236328,996589.6606445312
99956,60,996351.2420654297,996828.0792236328
99957,2,996828.0792236328,998735.4278564453
99958,2,996828.0792236328,996828.0792236328
99961,2,998020.1721191406,997781.7535400391
99962,2,996828.0792236328,999212.2650146484
99963,2,997304.9163818359,998020.1721191406
99966,2,996828.0792236328,995874.4049072266
99971,2,997066.4978027344,996828.0792236328
99972,2,997781.7535400391,997781.7535400391
99977,75,998020.1721191406,997066.4978027344
99984,60,997304.9163818359,999689.1021728516
99995,9,997781.7535400391,997543.3349609375
99999,9,998973.8464355469,997066.4978027344
100000,21,996351.2420654297,997781.7535400391
100003,93,997304.9163818359,997304.9163818359
100004,93,998020.1721191406,998020.1721191406
100008,93,997066.4978027344,996112.8234863281
100012,93,997066.4978027344,997066.4978027344
100023,25,996828.0792236328,997066.4978027344
100030,25,997304.9163818359,997543.3349609375
100038,48,997066.4978027344,997066.4978027344
100045,99,997304.9163818359,996828.0792236328
100046,99,997781.7535400391,999212.2650146484
100047,99,996828.0792236328,997066.4978027344
100053,6,997304.9163818359,998020.1721191406
100054,6,997304.9163818359,997304.9163818359
100058,6,997543.3349609375,927209.8541259766
100059,6,998020.1721191406,997304.9163818359
100060,6,997781.7535400391,997304.9163818359
100067,6,996828.0792236328,997543.3349609375
100068,6,997066.4978027344,996589.6606445312
100070,20,997543.3349609375,998973.8464355469
100077,20,997781.7535400391,997304.9163818359
100082,20,996828.0792236328,997066.4978027344
100084,20,997543.3349609375,997781.7535400391
100095,2,997781.7535400391,997304.9163818359
100096,2,997066.4978027344,998973.8464355469
100099,80,997304.9163818359,998258.5906982422
100100,80,998020.1721191406,996589.6606445312
100101,13,997066.4978027344,997543.3349609375
100102,13,997543.3349609375,997304.9163818359
100105,13,997066.4978027344,996351.2420654297
100110,10,998258.5906982422,997781.7535400391
100115,51,999212.2650146484,994682.3120117188
100116,51,996828.0792236328,997304.9163818359
100122,3,997781.7535400391,997304.9163818359
100125,3,997543.3349609375,997066.4978027344
100126,37,996828.0792236328,998020.1721191406
100131,42,998258.5906982422,998020.1721191406
100132,42,997066.4978027344,996828.0792236328
100139,19,998020.1721191406,998497.0092773438
100143,19,921726.2268066406,997543.3349609375
100145,19,996828.0792236328,996828.0792236328
100146,19,998735.4278564453,997304.9163818359
100147,19,996589.6606445312,996828.0792236328
100154,66,996589.6606445312,997543.3349609375
100155,66,997066.4978027344,998020.1721191406
100163,69,996589.6606445312,997304.9163818359
100164,69,998735.4278564453,997781.7535400391
100170,49,996828.0792236328,997543.3349609375
100172,49,997066.4978027344,997781.7535400391
100173,49,997781.7535400391,998020.1721191406
100176,41,997543.3349609375,997304.9163818359
100179,84,996589.6606445312,997066.4978027344
100180,84,997066.4978027344,997781.7535400391
100183,74,997304.9163818359,996828.0792236328
100192,84,997543.3349609375,996828.0792236328
100195,84,997304.9163818359,999450.68359375
100196,84,997066.4978027344,997543.3349609375
100207,54,997066.4978027344,997304.9163818359
100213,95,998020.1721191406,998497.0092773438
100214,95,997066.4978027344,996589.6606445312
100218,95,997304.9163818359,997304.9163818359
100223,75,997304.9163818359,997543.3349609375
100224,75,996828.0792236328,997543.3349609375
100229,4,997066.4978027344,997304.9163818359
100232,52,997304.9163818359,998497.0092773438
100233,61,998020.1721191406,997066.4978027344
100234,61,997304.9163818359,996828.0792236328
100238,34,996828.0792236328,997781.7535400391
100250,34,997781.7535400391,996828.0792236328
100254,77,997304.9163818359,997066.4978027344
100255,77,998020.1721191406,997066.4978027344
100263,14,997066.4978027344,997543.3349609375
100264,14,997304.9163818359,998020.1721191406
100266,14,997304.9163818359,997304.9163818359
100267,14,997304.9163818359,997543.3349609375
100276,58,997543.3349609375,997304.9163818359
100277,58,997304.9163818359,997066.4978027344
100278,58,997543.3349609375,997066.4978027344
100279,58,997781.7535400391,998258.5906982422
100280,58,996828.0792236328,999689.1021728516
100283,34,996589.6606445312,995874.4049072266
100284,28,998020.1721191406,998497.0092773438
100285,28,996589.6606445312,995397.5677490234
100288,58,997066.4978027344,998258.5906982422
100289,58,998020.1721191406,997066.4978027344
100290,58,997543.3349609375,997781.7535400391
100291,58,996589.6606445312,996351.2420654297
100294,58,995874.4049072266,997781.7535400391
100295,58,997304.9163818359,979900.3601074219
100296,58,998020.1721191406,996351.2420654297
100297,58,997304.9163818359,997781.7535400391
100298,58,997066.4978027344,996828.0792236328
100299,58,997543.3349609375,997304.9163818359
100303,7,997304.9163818359,998020.1721191406
100306,7,997543.3349609375,996828.0792236328
100311,46,997304.9163818359,996828.0792236328
100314,90,997543.3349609375,997304.9163818359
100315,66,997543.3349609375,998258.5906982422
100320,66,997543.3349609375,995159.1491699219
100321,66,997543.3349609375,997781.7535400391
100325,66,997304.9163818359,997066.4978027344
100334,81,997066.4978027344,994443.8934326172
100337,75,996828.0792236328,997781.7535400391
100340,75,996589.6606445312,997304.9163818359
100341,75,997066.4978027344,997066.4978027344
100347,14,998020.1721191406,997304.9163818359
100355,17,997304.9163818359,997066.4978027344
100365,47,997543.3349609375,997066.4978027344
100366,45,997304.9163818359,997066.4978027344
100374,49,997543.3349609375,997066.4978027344
100375,49,997066.4978027344,997781.7535400391
100394,73,997304.9163818359,998020.1721191406
100398,69,996828.0792236328,996351.2420654297
100401,69,997304.9163818359,998020.1721191406
100408,40,997066.4978027344,997781.7535400391
100415,40,997304.9163818359,997304.9163818359
100424,33,997781.7535400391,997304.9163818359
100425,33,997066.4978027344,998973.8464355469
100429,33,997066.4978027344,997304.9163818359
100430,33,997543.3349609375,998258.5906982422
100440,37,997066.4978027344,997304.9163818359
100441,37,997066.4978027344,997304.9163818359
100446,43,997543.3349609375,996589.6606445312
100447,72,997781.7535400391,995397.5677490234
100464,47,997781.7535400391,991344.4519042969
100465,47,999212.2650146484,996112.8234863281
100466,47,996112.8234863281,997304.9163818359
100467,55,996589.6606445312,996828.0792236328
100468,55,997304.9163818359,997066.4978027344
100475,97,997543.3349609375,997543.3349609375
100478,97,997304.9163818359,997304.9163818359
100479,97,997304.9163818359,997304.9163818359
100481,97,997543.3349609375,998020.1721191406
100482,97,997066.4978027344,996589.6606445312
100484,97,998258.5906982422,999212.2650146484
100487,93,996828.0792236328,997781.7535400391
100488,93,997543.3349609375,997781.7535400391
100495,41,997543.3349609375,997066.4978027344
100498,41,997543.3349609375,997304.9163818359
100502,41,996828.0792236328,997781.7535400391
100509,41,997543.3349609375,997781.7535400391
100513,75,996828.0792236328,997781.7535400391
100520,83,995874.4049072266,997304.9163818359
100529,96,997066.4978027344,997781.7535400391
100530,70,997304.9163818359,997066.4978027344
100534,70,997304.9163818359,998735.4278564453
100535,70,998258.5906982422,998020.1721191406
100537,70,998497.0092773438,997066.4978027344
100541,68,995397.5677490234,996351.2420654297
100545,68,996589.6606445312,996828.0792236328
100546,68,999450.68359375,998020.1721191406
100547,68,994443.8934326172,997066.4978027344
100551,68,997066.4978027344,998735.4278564453
100552,12,996828.0792236328,996589.6606445312
100553,12,997304.9163818359,997781.7535400391
100560,12,996589.6606445312,997781.7535400391
100561,12,997543.3349609375,997066.4978027344
100563,82,996589.6606445312,996828.0792236328
100570,24,996828.0792236328,997066.4978027344
100573,24,997304.9163818359,997304.9163818359
100574,89,997781.7535400391,997066.4978027344
100577,89,997066.4978027344,998020.1721191406
100585,68,997066.4978027344,997066.4978027344
100589,60,996112.8234863281,997304.9163818359
100592,90,997304.9163818359,997304.9163818359
100596,90,997304.9163818359,997066.4978027344
100603,73,996828.0792236328,999689.1021728516
100622,61,996828.0792236328,997781.7535400391
100623,61,997304.9163818359,997304.9163818359
100629,94,997304.9163818359,997066.4978027344
100637,91,997066.4978027344,997066.4978027344
100641,31,997543.3349609375,997304.9163818359
100642,31,997543.3349609375,997781.7535400391
100645,28,997543.3349609375,998497.0092773438
100646,74,997304.9163818359,996589.6606445312
100647,74,997304.9163818359,997543.3349609375
100653,44,996828.0792236328,997543.3349609375
100665,83,996828.0792236328,997304.9163818359
100666,83,997066.4978027344,998497.0092773438
100667,81,997543.3349609375,996589.6606445312
100668,49,997781.7535400391,996828.0792236328
100672,49,998020.1721191406,996589.6606445312
100683,83,998020.1721191406,997304.9163818359
100694,83,997066.4978027344,997543.3349609375
100695,83,997543.3349609375,998020.1721191406
100697,83,990152.3590087891,995874.4049072266
100705,82,997543.3349609375,997781.7535400391
100710,82,997066.4978027344,997304.9163818359
100713,82,996828.0792236328,997304.9163818359
100725,40,997304.9163818359,997781.7535400391
100731,40,997543.3349609375,998735.4278564453
100732,40,997304.9163818359,997066.4978027344
100735,69,997304.9163818359,996828.0792236328
100738,69,997066.4978027344,998258.5906982422
100739,69,997781.7535400391,996351.2420654297
100745,54,997543.3349609375,997066.4978027344
100748,54,997304.9163818359,997543.3349609375
100756,49,997304.9163818359,997781.7535400391
100759,94,997781.7535400391,998973.8464355469
100760,94,996589.6606445312,995397.5677490234
100763,22,997543.3349609375,997066.4978027344
100764,22,997304.9163818359,998258.5906982422
100765,56,997304.9163818359,997304.9163818359
100769,56,998020.1721191406,997066.4978027344
100770,56,998497.0092773438,998258.5906982422
100773,56,997066.4978027344,996828.0792236328
100774,72,996828.0792236328,997304.9163818359
100777,72,997781.7535400391,997066.4978027344
100780,71,997066.4978027344,997781.7535400391
100783,71,997543.3349609375,996589.6606445312
100784,71,998020.1721191406,997543.3349609375
100791,15,997543.3349609375,996828.0792236328
100792,15,997781.7535400391,997066.4978027344
100794,11,978469.8486328125,997781.7535400391
100795,11,997066.4978027344,997304.9163818359
100798,18,997304.9163818359,999212.2650146484
100799,18,997304.9163818359,995874.4049072266
100802,18,997304.9163818359,996112.8234863281
100803,18,997781.7535400391,997543.3349609375
100806,18,997304.9163818359,997066.4978027344
100811,18,997543.3349609375,995397.5677490234
100812,45,997066.4978027344,997304.9163818359
100813,45,998258.5906982422,997066.4978027344
100817,23,996351.2420654297,996589.6606445312
100827,9,997781.7535400391,998497.0092773438
100833,33,996828.0792236328,994920.7305908203
100837,33,997066.4978027344,997781.7535400391
100841,44,997304.9163818359,997066.4978027344
100842,44,997066.4978027344,997066.4978027344
100854,65,997304.9163818359,996828.0792236328
100856,65,996112.8234863281,997066.4978027344
100863,92,998735.4278564453,997543.3349609375
100866,59,997304.9163818359,995159.1491699219
100869,60,998258.5906982422,997066.4978027344
100872,60,997066.4978027344,997543.3349609375
100873,60,997543.3349609375,996589.6606445312
100883,1,997543.3349609375,996828.0792236328
100890,70,997543.3349609375,997304.9163818359
100897,70,997304.9163818359,997781.7535400391
100900,22,998973.8464355469,998020.1721191406
100901,22,996828.0792236328,997781.7535400391
100905,11,997066.4978027344,997543.3349609375
100906,11,997066.4978027344,997781.7535400391
100909,11,997066.4978027344,996828.0792236328
100912,11,997304.9163818359,997304.9163818359
100916,50,997304.9163818359,997781.7535400391
100917,50,998020.1721191406,999212.2650146484
100919,54,997543.3349609375,997781.7535400391
100925,54,997304.9163818359,998735.4278564453
100928,40,998258.5906982422,996828.0792236328
100929,40,996112.8234863281,996828.0792236328
100935,40,997304.9163818359,996351.2420654297
100936,40,997543.3349609375,996828.0792236328
100938,40,997066.4978027344,996589.6606445312
100939,40,997543.3349609375,997066.4978027344
100947,13,997304.9163818359,997304.9163818359
100950,44,997304.9163818359,998735.4278564453
100953,61,997543.3349609375,997304.9163818359
100954,61,997066.4978027344,997066.4978027344
100972,95,997304.9163818359,997066.4978027344
100983,12,998258.5906982422,998258.5906982422
100989,9,997304.9163818359,997781.7535400391
100990,9,999689.1021728516,999689.1021728516
100991,21,994682.3120117188,993728.6376953125
100995,29,996589.6606445312,995635.986328125
100996,29,998258.5906982422,997066.4978027344
101003,73,997543.3349609375,989675.5218505859
101004,73,996351.2420654297,996828.0792236328
101009,73,997304.9163818359,997781.7535400391
101015,60,997304.9163818359,988960.2661132812
101016,60,996828.0792236328,997304.9163818359
101020,60,998258.5906982422,997304.9163818359
101021,60,997304.9163818359,997543.3349609375
101028,20,997304.9163818359,997781.7535400391
101032,46,997543.3349609375,997304.9163818359
101033,46,997304.9163818359,996828.0792236328
101037,50,997304.9163818359,995635.986328125
101038,50,997781.7535400391,996828.0792236328
101043,50,997543.3349609375,997781.7535400391
101045,50,997304.9163818359,996828.0792236328
101048,18,997066.4978027344,998973.8464355469
101049,18,997304.9163818359,993728.6376953125
101053,65,997304.9163818359,997781.7535400391
101054,65,997304.9163818359,998497.0092773438
101059,17,997781.7535400391,997543.3349609375
101062,17,997543.3349609375,997066.4978027344
101068,76,997304.9163818359,997066.4978027344
101073,42,997304.9163818359,998020.1721191406
101074,42,997543.3349609375,996351.2420654297
101083,50,997543.3349609375,998497.0092773438
101084,50,997304.9163818359,999689.1021728516
101090,86,997543.3349609375,996589.6606445312
101091,86,997543.3349609375,997066.4978027344
101097,86,997066.4978027344,998020.1721191406
101101,86,997543.3349609375,997066.4978027344
101109,72,997781.7535400391,997781.7535400391
101114,32,997543.3349609375,996589.6606445312
101115,32,997304.9163818359,997543.3349609375
101118,72,997304.9163818359,996828.0792236328
101119,72,997543.3349609375,997304.9163818359
101120,72,997304.9163818359,998735.4278564453
101121,29,997066.4978027344,998497.0092773438
101122,29,997543.3349609375,996351.2420654297
101123,29,997543.3349609375,997304.9163818359
101127,29,998497.0092773438,997066.4978027344
101128,29,996828.0792236328,997543.3349609375
101133,29,996828.0792236328,997066.4978027344
101143,89,997066.4978027344,996589.6606445312
101149,89,998020.1721191406,998020.1721191406
101150,33,997781.7535400391,996112.8234863281
101151,33,996351.2420654297,997304.9163818359
101155,93,997304.9163818359,997304.9163818359
101156,93,997066.4978027344,997543.3349609375
101162,93,997781.7535400391,997543.3349609375
101165,12,996828.0792236328,995874.4049072266
101167,12,997304.9163818359,504970.5505371094
101170,12,997543.3349609375,997304.9163818359
101171,12,998497.0092773438,999450.68359375
101175,42,997304.9163818359,997304.9163818359
101178,42,997543.3349609375,997781.7535400391
101182,46,990152.3590087891,997543.3349609375
101188,17,997304.9163818359,997543.3349609375
101189,17,997543.3349609375,997781.7535400391
101193,18,997304.9163818359,997066.4978027344
101200,18,998020.1721191406,997781.7535400391
101203,18,996828.0792236328,997543.3349609375
101207,6,997304.9163818359,997543.3349609375
101209,6,997543.3349609375,998497.0092773438
101216,59,997304.9163818359,999927.5207519531
101219,39,997543.3349609375,997066.4978027344
101220,39,996828.0792236328,997543.3349609375
101227,43,997304.9163818359,998020.1721191406
101233,43,997066.4978027344,997543.3349609375
101237,89,996828.0792236328,997304.9163818359
101245,44,997066.4978027344,999927.5207519531
101250,53,997543.3349609375,997304.9163818359
101254,53,997304.9163818359,997066.4978027344
101255,53,997781.7535400391,997543.3349609375
101259,8,997304.9163818359,997543.3349609375
101261,8,503301.62048339844,857114.7918701172
101263,8,996589.6606445312,998020.1721191406
101268,16,996589.6606445312,997543.3349609375
101269,16,996828.0792236328,998497.0092773438
101273,16,997543.3349609375,997304.9163818359
101274,16,997781.7535400391,996828.0792236328
101280,98,997066.4978027344,997304.9163818359
101283,98,997781.7535400391,996828.0792236328
101284,98,998973.8464355469,995635.986328125
101285,98,996351.2420654297,996828.0792236328
101289,72,997781.7535400391,996828.0792236328
101294,72,997304.9163818359,996589.6606445312
101295,72,997304.9163818359,997304.9163818359
101301,12,997781.7535400391,999689.1021728516
101305,12,997543.3349609375,997781.7535400391
101306,12,996828.0792236328,997066.4978027344
101311,54,997304.9163818359,996351.2420654297
101324,37,997304.9163818359,996828.0792236328
101325,43,998020.1721191406,996589.6606445312
101326,84,996828.0792236328,998258.5906982422
101334,11,997781.7535400391,997543.3349609375
101335,11,997066.4978027344,999450.68359375
101338,6,997543.3349609375,997066.4978027344
101342,84,998020.1721191406,996589.6606445312
101348,4,995874.4049072266,997543.3349609375
101371,20,997781.7535400391,987052.9174804688
101374,53,997781.7535400391,996828.0792236328
101375,21,997781.7535400391,996828.0792236328
101376,21,999927.5207519531,996351.2420654297
101377,30,993490.2191162109,997543.3349609375
101382,85,996589.6606445312,996828.0792236328
101383,85,998020.1721191406,997781.7535400391
101384,85,503778.45764160156,997066.4978027344
101388,29,998735.4278564453,997066.4978027344
101390,100,997543.3349609375,998020.1721191406
101396,100,997781.7535400391,997543.3349609375
101400,100,997781.7535400391,997066.4978027344
101406,100,997066.4978027344,997304.9163818359
101407,100,998020.1721191406,997066.4978027344
101410,12,996589.6606445312,998735.4278564453
101411,1,998020.1721191406,997304.9163818359
101430,93,997066.4978027344,997066.4978027344
101431,93,998973.8464355469,997543.3349609375
101432,93,995397.5677490234,998020.1721191406
101433,93,999450.68359375,995635.986328125
101434,93,995874.4049072266,997066.4978027344
101437,93,997066.4978027344,997304.9163818359
101438,65,997543.3349609375,997781.7535400391
101439,65,998020.1721191406,997543.3349609375
101443,65,997066.4978027344,997781.7535400391
101444,65,998020.1721191406,997304.9163818359
101448,71,997543.3349609375,996828.0792236328
101449,78,997304.9163818359,998258.5906982422
101450,78,999927.5207519531,998497.0092773438
101456,71,995874.4049072266,997543.3349609375
101463,42,997543.3349609375,997304.9163818359
101479,10,997543.3349609375,997066.4978027344
101482,10,997066.4978027344,997304.9163818359
101485,66,997066.4978027344,997304.9163818359
101486,4,997543.3349609375,997543.3349609375
101490,4,981330.8715820312,998020.1721191406
101493,4,997066.4978027344,995635.986328125
101494,4,998020.1721191406,996351.2420654297
101499,90,996589.6606445312,998497.0092773438
101500,90,997066.4978027344,996351.2420654297
101503,90,999689.1021728516,997066.4978027344
101510,90,995874.4049072266,997066.4978027344
101511,90,997304.9163818359,998735.4278564453
101515,46,997066.4978027344,997304.9163818359
101518,46,998735.4278564453,991344.4519042969
101521,90,996828.0792236328,996828.0792236328
101527,82,996351.2420654297,997781.7535400391
101528,82,999927.5207519531,998258.5906982422
101536,58,997543.3349609375,996589.6606445312
101537,58,996589.6606445312,998973.8464355469
101549,24,996351.2420654297,997781.7535400391
101550,24,996589.6606445312,998497.0092773438
101553,37,997781.7535400391,996828.0792236328
101554,37,997781.7535400391,997066.4978027344
101572,87,997781.7535400391,997066.4978027344
101573,87,997543.3349609375,997066.4978027344
101578,26,996351.2420654297,998020.1721191406
101581,3,997304.9163818359,997304.9163818359
101582,3,998497.0092773438,997543.3349609375
101588,46,996351.2420654297,997066.4978027344
101594,46,996828.0792236328,997781.7535400391
101595,30,997304.9163818359,997304.9163818359
101618,98,998973.8464355469,998497.0092773438
101619,91,997781.7535400391,998973.8464355469
101630,91,997304.9163818359,997781.7535400391
101635,40,997543.3349609375,997066.4978027344
101636,40,997304.9163818359,997543.3349609375
101639,40,997304.9163818359,998735.4278564453
101640,40,999689.1021728516,998258.5906982422
101641,40,995635.986328125,995635.986328125
101642,40,997543.3349609375,996828.0792236328
101643,40,997066.4978027344,997781.7535400391
101644,40,996828.0792236328,997304.9163818359
101655,22,997781.7535400391,998258.5906982422
101658,3,997304.9163818359,998020.1721191406
101659,3,997781.7535400391,999212.2650146484
101661,3,996828.0792236328,996112.8234863281
101665,3,997304.9163818359,997304.9163818359
101685,41,996589.6606445312,996828.0792236328
101699,89,997543.3349609375,998258.5906982422
101708,82,997781.7535400391,998735.4278564453
101712,66,997304.9163818359,997304.9163818359
101713,66,997304.9163818359,997304.9163818359
101716,17,997066.4978027344,996828.0792236328
101717,17,997543.3349609375,998020.1721191406
101721,17,997304.9163818359,997543.3349609375
101726,81,997543.3349609375,998258.5906982422
101729,81,996589.6606445312,996351.2420654297
101730,81,998020.1721191406,998497.0092773438
101733,60,998497.0092773438,994205.4748535156
101737,73,997543.3349609375,998497.0092773438
101740,73,997543.3349609375,998258.5906982422
101745,80,996828.0792236328,997066.4978027344
101746,58,997543.3349609375,997781.7535400391
101747,58,996589.6606445312,997304.9163818359
101752,58,997781.7535400391,997066.4978027344
101753,58,997066.4978027344,997304.9163818359
101757,58,997304.9163818359,998020.1721191406
101760,50,996828.0792236328,996112.8234863281
101761,50,997304.9163818359,996589.6606445312
101768,50,995874.4049072266,998258.5906982422
101772,19,996828.0792236328,996828.0792236328
101773,19,998020.1721191406,997066.4978027344
101780,43,997304.9163818359,997781.7535400391
101783,63,973939.8956298828,996828.0792236328
101784,63,999927.5207519531,997304.9163818359
101787,97,996112.8234863281,997543.3349609375
101788,97,997066.4978027344,995397.5677490234
101790,97,996828.0792236328,997066.4978027344
101795,24,997781.7535400391,997781.7535400391
101801,24,998020.1721191406,997543.3349609375
101802,24,996589.6606445312,996828.0792236328
101803,24,997781.7535400391,997304.9163818359
101809,24,997543.3349609375,997543.3349609375
101823,26,997781.7535400391,998258.5906982422
101824,91,997304.9163818359,995874.4049072266
101825,91,997781.7535400391,999212.2650146484
101831,25,996828.0792236328,997066.4978027344
101835,25,997543.3349609375,997304.9163818359
101839,73,996828.0792236328,997066.4978027344
101840,28,998258.5906982422,998020.1721191406
101841,28,996828.0792236328,998258.5906982422
101843,28,997304.9163818359,995874.4049072266
